Date,Company,Ticker,Open,High,Low,Close,Adj Close,Volume
2025-07-10,Samsung Electronics,005930.KS,60600.0,61200.0,60400.0,61000.0,60435.265625,14768473.0
2025-07-11,Samsung Electronics,005930.KS,61300.0,62800.0,61200.0,62600.0,62020.453125,19140650.0
2025-07-14,Samsung Electronics,005930.KS,62300.0,62600.0,61800.0,62500.0,61921.37890625,13563846.0
2025-07-15,Samsung Electronics,005930.KS,62300.0,63800.0,62000.0,63700.0,63110.26953125,18442202.0
2025-07-16,Samsung Electronics,005930.KS,63700.0,64700.0,63100.0,64700.0,64101.01171875,23042660.0
2025-07-17,Samsung Electronics,005930.KS,65900.0,66800.0,64400.0,66700.0,66082.5,39448683.0
2025-07-18,Samsung Electronics,005930.KS,67000.0,67800.0,66300.0,67100.0,66478.7890625,23951531.0
2025-07-21,Samsung Electronics,005930.KS,67400.0,68800.0,67200.0,67800.0,67172.3125,17723148.0
2025-07-22,Samsung Electronics,005930.KS,68100.0,68500.0,65600.0,66000.0,65388.9765625,20829006.0
2025-07-23,Samsung Electronics,005930.KS,66200.0,66500.0,64900.0,66400.0,65785.2734375,15687058.0
2025-07-24,Samsung Electronics,005930.KS,66500.0,66800.0,65900.0,66000.0,65388.9765625,12660193.0
2025-07-25,Samsung Electronics,005930.KS,65700.0,66300.0,65500.0,65900.0,65289.90625,8080910.0
2025-07-28,Samsung Electronics,005930.KS,68200.0,70400.0,67200.0,70400.0,69748.2421875,35332500.0
2025-07-29,Samsung Electronics,005930.KS,70800.0,70800.0,68800.0,70600.0,69946.3828125,28190940.0
2025-07-30,Samsung Electronics,005930.KS,71000.0,73700.0,70600.0,72600.0,71927.875,34761444.0
2025-07-31,Samsung Electronics,005930.KS,73000.0,74000.0,71000.0,71400.0,70738.984375,26568072.0
2025-08-01,Samsung Electronics,005930.KS,70200.0,72000.0,68800.0,68900.0,68262.125,24038534.0
2025-08-04,Samsung Electronics,005930.KS,69500.0,70200.0,68700.0,69700.0,69054.71875,14780072.0
2025-08-05,Samsung Electronics,005930.KS,71000.0,71500.0,69700.0,69900.0,69252.8671875,14392903.0
2025-08-06,Samsung Electronics,005930.KS,69200.0,69400.0,68300.0,68800.0,68163.0546875,12542415.0
2025-08-07,Samsung Electronics,005930.KS,70800.0,71000.0,69700.0,70500.0,69847.3125,15008213.0
2025-08-08,Samsung Electronics,005930.KS,71000.0,72400.0,70700.0,71800.0,71135.28125,22241128.0
2025-08-11,Samsung Electronics,005930.KS,72000.0,72100.0,70800.0,71000.0,70342.6875,11354253.0
2025-08-12,Samsung Electronics,005930.KS,71100.0,72400.0,71100.0,71100.0,70441.7578125,15797656.0
2025-08-13,Samsung Electronics,005930.KS,71900.0,72100.0,71400.0,71900.0,71234.3515625,12305742.0
2025-08-14,Samsung Electronics,005930.KS,71900.0,71900.0,71200.0,71600.0,70937.1328125,11946122.0
2025-08-18,Samsung Electronics,005930.KS,71100.0,71200.0,70000.0,70000.0,69351.9375,13595591.0
2025-08-19,Samsung Electronics,005930.KS,70400.0,70700.0,69700.0,70000.0,69351.9375,10533082.0
2025-08-20,Samsung Electronics,005930.KS,70100.0,70700.0,69400.0,70500.0,69847.3125,17445516.0
2025-08-21,Samsung Electronics,005930.KS,71500.0,71900.0,70600.0,70600.0,69946.3828125,18843833.0
2025-08-22,Samsung Electronics,005930.KS,71700.0,71800.0,70800.0,71400.0,70738.984375,9277432.0
2025-08-25,Samsung Electronics,005930.KS,71700.0,71800.0,71000.0,71500.0,70838.0625,10345178.0
2025-08-26,Samsung Electronics,005930.KS,70800.0,71100.0,70300.0,70300.0,69649.1640625,14712519.0
2025-08-27,Samsung Electronics,005930.KS,70100.0,70900.0,69800.0,70600.0,69946.3828125,10523405.0
2025-08-28,Samsung Electronics,005930.KS,70100.0,70400.0,69600.0,69600.0,68955.6484375,11578024.0
2025-08-29,Samsung Electronics,005930.KS,70100.0,70500.0,69700.0,69700.0,69054.71875,11682267.0
2025-09-01,Samsung Electronics,005930.KS,68400.0,68600.0,67500.0,67600.0,66974.1640625,12002343.0
2025-09-02,Samsung Electronics,005930.KS,67800.0,69500.0,67800.0,69100.0,68460.2734375,10604028.0
2025-09-03,Samsung Electronics,005930.KS,69200.0,69800.0,68800.0,69800.0,69153.796875,10283009.0
2025-09-04,Samsung Electronics,005930.KS,69500.0,70100.0,69300.0,70100.0,69451.0234375,12284414.0
2025-09-05,Samsung Electronics,005930.KS,70300.0,70400.0,69500.0,69500.0,68856.578125,11526724.0
2025-09-08,Samsung Electronics,005930.KS,69800.0,70500.0,69600.0,70100.0,69451.0234375,9263135.0
2025-09-09,Samsung Electronics,005930.KS,70100.0,71500.0,70000.0,71500.0,70838.0625,14870245.0
2025-09-10,Samsung Electronics,005930.KS,71800.0,72800.0,71600.0,72600.0,71927.875,21928565.0
2025-09-11,Samsung Electronics,005930.KS,73200.0,73600.0,72100.0,73400.0,72720.4609375,20793501.0
2025-09-12,Samsung Electronics,005930.KS,74600.0,75600.0,74200.0,75400.0,74701.9453125,28219678.0
2025-09-15,Samsung Electronics,005930.KS,77200.0,77600.0,75900.0,76500.0,75791.765625,19908805.0
2025-09-16,Samsung Electronics,005930.KS,76900.0,79500.0,76700.0,79400.0,78664.921875,28218265.0
2025-09-17,Samsung Electronics,005930.KS,79100.0,79100.0,77100.0,78200.0,77476.0234375,20856317.0
2025-09-18,Samsung Electronics,005930.KS,79100.0,80500.0,78600.0,80300.0,79556.5859375,25619035.0
2025-09-19,Samsung Electronics,005930.KS,,,,,,
2025-09-22,Samsung Electronics,005930.KS,81500.0,84000.0,81100.0,83500.0,82726.9609375,27529656.0
2025-09-23,Samsung Electronics,005930.KS,85800.0,85900.0,83600.0,84700.0,83915.8515625,23610263.0
2025-09-24,Samsung Electronics,005930.KS,84200.0,85500.0,83700.0,85400.0,84609.375,18300997.0
2025-09-25,Samsung Electronics,005930.KS,84400.0,86200.0,84100.0,86100.0,85302.890625,19665151.0
2025-09-26,Samsung Electronics,005930.KS,85000.0,85300.0,82400.0,83300.0,82528.8125,24071193.0
2025-09-29,Samsung Electronics,005930.KS,83300.0,85000.0,83200.0,84200.0,83792.671875,13069094.0
2025-09-30,Samsung Electronics,005930.KS,84600.0,84900.0,83400.0,83900.0,83494.125,16319061.0
2025-10-01,Samsung Electronics,005930.KS,84900.0,86200.0,84700.0,86000.0,85583.9609375,22039361.0
2025-10-02,Samsung Electronics,005930.KS,89300.0,90300.0,88700.0,89750.0,89315.8203125,49883028.0
2025-10-10,Samsung Electronics,005930.KS,94000.0,94500.0,92700.0,94400.0,93943.328125,35269748.0
2025-10-13,Samsung Electronics,005930.KS,91300.0,93400.0,90700.0,93300.0,92848.6484375,23883308.0
2025-10-14,Samsung Electronics,005930.KS,95300.0,96000.0,90200.0,91600.0,91156.875,35545235.0
2025-10-15,Samsung Electronics,005930.KS,92300.0,95300.0,92100.0,95000.0,94540.421875,21050111.0
2025-10-16,Samsung Electronics,005930.KS,95300.0,97700.0,95000.0,97700.0,97227.3671875,28141060.0
2025-10-17,Samsung Electronics,005930.KS,97200.0,99100.0,96700.0,97900.0,97426.3984375,22730809.0
2025-10-20,Samsung Electronics,005930.KS,97900.0,98300.0,96000.0,98100.0,97625.4296875,17589756.0
2025-10-21,Samsung Electronics,005930.KS,98500.0,99900.0,97300.0,97500.0,97028.328125,22803830.0
2025-10-22,Samsung Electronics,005930.KS,97100.0,98600.0,95500.0,98600.0,98123.0078125,15937611.0
2025-10-23,Samsung Electronics,005930.KS,96800.0,98500.0,96300.0,96500.0,96033.171875,18488581.0
2025-10-24,Samsung Electronics,005930.KS,97900.0,99000.0,97700.0,98800.0,98322.0390625,18801925.0
2025-10-27,Samsung Electronics,005930.KS,101300.0,102000.0,100600.0,102000.0,101506.5625,22169970.0
2025-10-28,Samsung Electronics,005930.KS,100900.0,101000.0,99100.0,99500.0,99018.65625,20002282.0
2025-10-29,Samsung Electronics,005930.KS,100200.0,101000.0,99100.0,100500.0,100013.8203125,20899788.0
2025-10-30,Samsung Electronics,005930.KS,102400.0,105800.0,102000.0,104100.0,103596.40625,34570017.0
2025-10-31,Samsung Electronics,005930.KS,105000.0,108600.0,103300.0,107500.0,106979.953125,54824564.0
2025-11-03,Samsung Electronics,005930.KS,106900.0,111500.0,106500.0,111100.0,110562.5390625,30110066.0
2025-11-04,Samsung Electronics,005930.KS,111800.0,112400.0,104900.0,104900.0,104392.53125,30450281.0
2025-11-05,Samsung Electronics,005930.KS,101000.0,102000.0,96700.0,100600.0,100113.3359375,44843020.0
2025-11-06,Samsung Electronics,005930.KS,103700.0,103800.0,98800.0,99200.0,98720.109375,28655689.0
2025-11-07,Samsung Electronics,005930.KS,96400.0,100300.0,96300.0,97900.0,97426.3984375,22908083.0
2025-11-10,Samsung Electronics,005930.KS,98600.0,101000.0,97900.0,100600.0,100113.3359375,23842327.0
2025-11-11,Samsung Electronics,005930.KS,103700.0,106000.0,102000.0,103500.0,102999.3046875,27742542.0
2025-11-12,Samsung Electronics,005930.KS,103000.0,103900.0,101600.0,103100.0,102601.2421875,19413497.0
2025-11-13,Samsung Electronics,005930.KS,102500.0,104200.0,102300.0,102800.0,102302.6953125,20838741.0
2025-11-14,Samsung Electronics,005930.KS,99000.0,99600.0,97200.0,97200.0,96729.78125,21806342.0
2025-11-17,Samsung Electronics,005930.KS,99800.0,101000.0,99500.0,100600.0,100113.3359375,17192584.0
2025-11-18,Samsung Electronics,005930.KS,99800.0,100900.0,97500.0,97800.0,97326.8828125,18684068.0
2025-11-19,Samsung Electronics,005930.KS,97100.0,97500.0,94600.0,96500.0,96033.171875,18993346.0
2025-11-20,Samsung Electronics,005930.KS,100900.0,102900.0,99500.0,100600.0,100113.3359375,25360435.0
2025-11-21,Samsung Electronics,005930.KS,95600.0,96800.0,94500.0,94800.0,94341.390625,23103574.0
2025-11-24,Samsung Electronics,005930.KS,97800.0,99000.0,96200.0,96700.0,96232.203125,29831172.0
2025-11-25,Samsung Electronics,005930.KS,101400.0,101400.0,97800.0,99300.0,98819.625,16110054.0
2025-11-26,Samsung Electronics,005930.KS,100500.0,102900.0,99300.0,102800.0,102302.6953125,21314975.0
2025-11-27,Samsung Electronics,005930.KS,104100.0,105500.0,102700.0,103500.0,102999.3046875,16453004.0
2025-11-28,Samsung Electronics,005930.KS,103800.0,103800.0,100500.0,100500.0,100013.8203125,15292277.0
2025-12-01,Samsung Electronics,005930.KS,102000.0,102800.0,99900.0,100800.0,100312.3671875,10905526.0
2025-12-02,Samsung Electronics,005930.KS,101200.0,103500.0,101000.0,103400.0,102899.7890625,13649487.0
2025-12-03,Samsung Electronics,005930.KS,104700.0,105500.0,104000.0,104500.0,103994.46875,14697927.0
2025-12-04,Samsung Electronics,005930.KS,103900.0,105100.0,103200.0,105100.0,104591.5625,11931145.0
2025-12-05,Samsung Electronics,005930.KS,105300.0,108400.0,104600.0,108400.0,107875.6015625,19755571.0
2025-12-08,Samsung Electronics,005930.KS,109700.0,110000.0,108000.0,109500.0,108970.28125,15527762.0
2025-12-09,Samsung Electronics,005930.KS,108900.0,109400.0,107300.0,108400.0,107875.6015625,13671800.0
2025-12-10,Samsung Electronics,005930.KS,108300.0,109800.0,107400.0,108000.0,107477.5390625,12365092.0
2025-12-11,Samsung Electronics,005930.KS,109200.0,110500.0,107300.0,107300.0,106780.921875,22994507.0
2025-12-12,Samsung Electronics,005930.KS,107100.0,108900.0,106800.0,108900.0,108373.1796875,14210314.0
2025-12-15,Samsung Electronics,005930.KS,105300.0,105800.0,104600.0,104800.0,104293.015625,20594654.0
2025-12-16,Samsung Electronics,005930.KS,104900.0,105600.0,102700.0,102800.0,102302.6953125,18852079.0
2025-12-17,Samsung Electronics,005930.KS,103500.0,108100.0,103400.0,107900.0,107378.015625,22297611.0
2025-12-18,Samsung Electronics,005930.KS,106400.0,108200.0,105700.0,107600.0,107079.46875,20445631.0
2025-12-19,Samsung Electronics,005930.KS,109700.0,109700.0,106200.0,106300.0,105785.7578125,25917098.0
2025-12-22,Samsung Electronics,005930.KS,109700.0,110500.0,109300.0,110500.0,109965.4453125,24859171.0
2025-12-23,Samsung Electronics,005930.KS,110900.0,112500.0,110400.0,111500.0,110960.6015625,20419187.0
2025-12-24,Samsung Electronics,005930.KS,112400.0,112400.0,110900.0,111100.0,110562.5390625,12492939.0
2025-12-26,Samsung Electronics,005930.KS,112400.0,117000.0,112400.0,117000.0,116434.0,34018174.0
2025-12-29,Samsung Electronics,005930.KS,119400.0,119700.0,118200.0,119500.0,119500.0,19676004.0
2025-12-30,Samsung Electronics,005930.KS,119100.0,121200.0,118700.0,119900.0,119900.0,19746349.0
2025-01-02,SK Hynix,000660.KS,170500.0,172200.0,170000.0,171200.0,169115.296875,2102175.0
2025-01-03,SK Hynix,000660.KS,174500.0,182700.0,173100.0,181900.0,179685.015625,4233446.0
2025-01-06,SK Hynix,000660.KS,184400.0,199800.0,184400.0,199800.0,197367.046875,7320382.0
2025-01-07,SK Hynix,000660.KS,205000.0,206500.0,194800.0,195000.0,192625.5,6075445.0
2025-01-08,SK Hynix,000660.KS,193100.0,198100.0,191000.0,194700.0,192329.140625,4275792.0
2025-01-09,SK Hynix,000660.KS,201000.0,206000.0,199800.0,205000.0,202503.734375,6692254.0
2025-01-10,SK Hynix,000660.KS,208000.0,212500.0,202500.0,203500.0,201022.0,6149475.0
2025-01-13,SK Hynix,000660.KS,203000.0,203000.0,193900.0,194300.0,191934.03125,4767294.0
2025-01-14,SK Hynix,000660.KS,194300.0,197900.0,193600.0,195000.0,192625.5,3019149.0
2025-01-15,SK Hynix,000660.KS,198000.0,201000.0,197700.0,198200.0,195786.515625,3620460.0
2025-01-16,SK Hynix,000660.KS,208500.0,210000.0,206500.0,210000.0,207442.84375,6029645.0
2025-01-17,SK Hynix,000660.KS,209500.0,217500.0,209000.0,214500.0,211888.046875,5041329.0
2025-01-20,SK Hynix,000660.KS,219000.0,219000.0,210500.0,212000.0,209418.5,3036234.0
2025-01-21,SK Hynix,000660.KS,216500.0,220000.0,214000.0,218000.0,215345.421875,3323212.0
